time,seconds_elapsed,z,y,x
1667508274271433500,1.40643359375,-5.204887390136719,-2.4305295944213867,-2.1875205039978027
1667508274281480200,1.416480224609375,-5.337958812713623,-2.361828565597534,-2.213447332382202
1667508274291527400,1.42652734375,-5.493186950683594,-2.368779182434082,-2.240372657775879
1667508274301574400,1.436574462890625,-5.621670722961426,-2.4178686141967773,-2.2596259117126465
1667508274311620900,1.446620849609375,-5.706688404083252,-2.4456889629364014,-2.278172016143799
1667508274321667800,1.456667724609375,-5.782690525054932,-2.4391069412231445,-2.303497076034546
1667508274331714800,1.46671484375,-5.840478897094727,-2.3852643966674805,-2.320178985595703
1667508274341762000,1.476761962890625,-5.884917736053467,-2.331209659576416,-2.3524229526519775
1667508274351809000,1.48680908203125,-5.8685078620910645,-2.2956535816192627,-2.3778600692749023
1667508274361856000,1.49685595703125,-5.784764289855957,-2.281776189804077,-2.3740429878234863
1667508274371903000,1.506903076171875,-5.690635681152344,-2.308776617050171,-2.3677642345428467
1667508274381950000,1.516949951171875,-5.593519687652588,-2.341127395629883,-2.3066654205322266
1667508274391997200,1.5269970703125,-5.475687026977539,-2.3237130641937256,-2.2000842094421387
1667508274402044200,1.537044189453125,-5.309323787689209,-2.2538394927978516,-2.086796998977661
1667508274412091100,1.547091064453125,-5.106926918029785,-2.173804759979248,-1.9520379304885864
1667508274422137900,1.557137939453125,-4.905165195465088,-2.0919277667999268,-1.8171206712722778
1667508274432184800,1.567184814453125,-4.705835819244385,-2.0388386249542236,-1.7127645015716553
1667508274442231800,1.577231689453125,-4.4948296546936035,-2.031581163406372,-1.6154676675796509
1667508274452279000,1.587279052734375,-4.284751892089844,-1.973848581314087,-1.5075268745422363
1667508274462326000,1.597325927734375,-4.068271160125732,-1.8356671333312988,-1.400452971458435
1667508274472373000,1.607373046875,-3.8315021991729736,-1.63960599899292,-1.311772346496582
1667508274482421000,1.6174208984375,-3.5815229415893555,-1.4324947595596313,-1.236351490020752
1667508274492468000,1.627468017578125,-3.3191373348236084,-1.2277395725250244,-1.132096767425537
1667508274502515200,1.63751513671875,-3.060375213623047,-1.0644563436508179,-1.0400511026382446
1667508274512562000,1.64756201171875,-2.815176010131836,-0.9506958723068237,-0.955302894115448
1667508274522609000,1.65760888671875,-2.5838987827301025,-0.8967389464378357,-0.8698000907897949
1667508274532655900,1.66765576171875,-2.3612098693847656,-0.8233374357223511,-0.7823482751846313
1667508274542702800,1.677702880859375,-2.1394248008728027,-0.6933683753013611,-0.7101112604141235
1667508274552749800,1.687749755859375,-1.948616623878479,-0.5349398255348206,-0.6335488557815552
1667508274562797000,1.697797119140625,-1.7560489177703857,-0.34758344292640686,-0.5467226505279541
1667508274572844000,1.707843994140625,-1.5422579050064087,-0.12162354588508606,-0.44536837935447693
1667508274582891000,1.71789111328125,-1.3067644834518433,0.08605543524026871,-0.3300122916698456
1667508274592938000,1.72793798828125,-1.0618904829025269,0.27653804421424866,-0.2120925784111023
1667508274602985000,1.73798486328125,-0.8344485759735107,0.4041050672531128,-0.10276102274656296
1667508274613032000,1.748031982421875,-0.6520726680755615,0.4418061077594757,-0.016390981152653694
1667508274623079200,1.7580791015625,-0.5065048933029175,0.408664345741272,0.06586168706417084
1667508274633126100,1.768126220703125,-0.3777911365032196,0.3125857710838318,0.10768343508243561
1667508274643172900,1.7781728515625,-0.23038536310195923,0.21214205026626587,0.10106054693460464
1667508274653219800,1.7882197265625,-0.06101924180984497,0.19427995383739471,0.0732310488820076
1667508274663266800,1.798266845703125,0.12393660098314285,0.28729820251464844,0.07494781911373138
1667508274673314000,1.80831396484375,0.3346094489097595,0.4403783082962036,0.08806867897510529
1667508274683361000,1.818361083984375,0.5508224368095398,0.6285426020622253,0.09254823625087738
1667508274693408000,1.828407958984375,0.7509177327156067,0.7787763476371765,0.09872251003980637
1667508274703455000,1.838455078125,0.9307532906532288,0.8126016855239868,0.0732608437538147
1667508274713502000,1.848501953125,1.1144933700561523,0.7024237513542175,-0.00064107496291399
1667508274723550200,1.85855029296875,1.3157404661178589,0.4942523241043091,-0.07654669880867004
1667508274733597000,1.868596923828125,1.5026274919509888,0.26880112290382385,-0.16161926090717316
1667508274743644000,1.878643798828125,1.7039098739624023,0.14588184654712677,-0.27963149547576904
1667508274753691000,1.88869091796875,2.0249946117401123,0.12201353162527084,-0.3654577136039734
1667508274763737900,1.89873779296875,2.6157116889953613,0.3333473801612854,-0.36267736554145813
1667508274773784800,1.908784912109375,3.509153366088867,0.9467127919197083,-0.41026031970977783
1667508274783832000,1.91883203125,4.493407249450684,1.7828381061553955,-0.6348142027854919
1667508274793879000,1.928879150390625,5.549787998199463,2.37249493598938,-0.9975823163986206
1667508274803926000,1.938926025390625,6.6930084228515625,1.7936372756958008,-1.1748994588851929
1667508274813973000,1.948972900390625,7.484708786010742,-0.20822793245315552,-1.0291860103607178
1667508274824020000,1.95902001953125,7.297872543334961,-2.4245388507843018,-0.7946930527687073
1667508274834067000,1.96906689453125,7.0745015144348145,-4.16848611831665,-1.3487519025802612
1667508274844114200,1.9791142578125,7.624371528625488,-6.063628673553467,-1.276436686515808
1667508274854161200,1.9891611328125,8.61778450012207,-7.062445163726807,-0.8680760264396667
1667508274864208000,1.999207763671875,9.540498733520508,-7.851778507232666,0.11152100563049316
1667508274874254800,2.0092548828125,10.0053129196167,-8.331299781799316,1.0873711109161377
1667508274884301800,2.0193017578125,9.242573738098145,-7.910255432128906,1.1947258710861206
1667508274894349000,2.02934912109375,7.323805332183838,-6.307959079742432,0.9512397050857544
1667508274904396000,2.03939599609375,6.108682155609131,-6.749004364013672,-0.06485863029956818
1667508274914443000,2.049443115234375,6.873322486877441,-3.4137325286865234,-2.1009674072265625
1667508274924490000,2.059489990234375,5.9573445320129395,11.007641792297363,-3.459019899368286
1667508274934538000,2.0695380859375,5.29587459564209,18.531932830810547,-0.9502812027931213
1667508274944585000,2.0795849609375,2.4205162525177,11.806866645812988,0.8620904088020325
1667508274954632000,2.0896318359375,-3.2759766578674316,3.505143880844116,1.0030975341796875
1667508274964679000,2.099678955078125,-5.866541385650635,0.27911999821662903,1.1968752145767212
1667508274974726000,2.109725830078125,-5.1800456047058105,-0.3786458969116211,2.6493308544158936
1667508274984772900,2.11977294921875,-3.6479127407073975,-0.7467182278633118,2.4931938648223877
1667508274994819800,2.12981982421875,-2.6368393898010254,-2.522993564605713,1.2190052270889282
1667508275004867000,2.1398671875,-2.207432746887207,-5.149547576904297,0.3983793556690216
1667508275014914000,2.1499140625,-2.030928373336792,-6.220645427703857,-0.41157206892967224
1667508275024961000,2.1599609375,-1.408349633216858,-5.269841194152832,-0.4548378884792328
1667508275035008000,2.170008056640625,-0.07913684099912643,-3.1981513500213623,-0.1960238814353943
1667508275045055000,2.180054931640625,1.1950312852859497,-1.0059047937393188,0.15966938436031342
1667508275055102000,2.19010205078125,1.953834056854248,0.8517784476280212,0.14775386452674866
1667508275065149200,2.200149169921875,2.104884386062622,2.0412325859069824,-0.10980983078479767
1667508275075196000,2.21019580078125,1.8376855850219727,2.3830819129943848,-0.056521303951740265
1667508275085243000,2.220242919921875,1.458244800567627,1.7968484163284302,0.10618212074041367
1667508275095289900,2.230289794921875,0.9335586428642273,1.1103065013885498,0.24861383438110352
1667508275105336800,2.2403369140625,0.4587249159812927,0.8307064771652222,0.279226690530777
1667508275115384000,2.250384033203125,0.28122228384017944,0.5770864486694336,0.2304096221923828
1667508275125432000,2.26043212890625,0.28165367245674133,0.23418055474758148,0.2558596134185791
1667508275135479000,2.27047900390625,0.29728296399116516,-0.15237408876419067,0.40424084663391113
1667508275145526000,2.280526123046875,0.25724413990974426,-0.6021084189414978,0.606020987033844
1667508275155573000,2.290572998046875,0.17721803486347198,-1.0378271341323853,0.8033036589622498
1667508275165620000,2.300619873046875,0.06604223698377609,-1.2672054767608643,0.9296693205833435
1667508275175667000,2.3106669921875,-0.09534531831741333,-1.3011720180511475,0.981548011302948
1667508275185714000,2.3207138671875,-0.3189966380596161,-1.193950891494751,1.0288634300231934
1667508275195761000,2.330760986328125,-0.5712781548500061,-0.9644505381584167,1.13529372215271
1667508275205807900,2.340807861328125,-0.8133241534233093,-0.6444932818412781,1.283830165863037
1667508275215854800,2.350854736328125,-1.001945972442627,-0.3823492228984833,1.4247503280639648
1667508275225902000,2.360902099609375,-1.137326717376709,-0.23418132960796356,1.5702227354049683
1667508275235949000,2.370948974609375,-1.2489131689071655,-0.13263100385665894,1.7247910499572754
1667508275245996000,2.38099609375,-1.373993158340454,-0.05145007371902466,1.8671015501022339
1667508275256043000,2.39104296875,-1.5004829168319702,0.01642085239291191,1.9924284219741821
1667508275266090000,2.401090087890625,-1.6152652502059937,0.05454069748520851,2.104189395904541
1667508275276137000,2.411136962890625,-1.7047221660614014,0.09155011177062988,2.180283546447754
1667508275286184200,2.42118408203125,-1.7862366437911987,0.20724517107009888,2.2592740058898926
1667508275296231000,2.43123095703125,-1.8640164136886597,0.3725992739200592,2.3605732917785645
1667508275306279000,2.44127880859375,-1.8801472187042236,0.5148157477378845,2.4362943172454834
1667508275316325000,2.4513251953125,-1.8078292608261108,0.64173823595047,2.514599084854126
1667508275326372000,2.4613720703125,-1.6609762907028198,0.7302125692367554,2.6114821434020996
1667508275336419300,2.47141943359375,-1.4917949438095093,0.8091108202934265,2.6810495853424072
1667508275346466300,2.48146630859375,-1.3164212703704834,0.89267498254776,2.6899266242980957
1667508275356513300,2.49151318359375,-1.0906113386154175,0.9951962828636169,2.664855480194092
1667508275366560300,2.501560302734375,-0.7683476805686951,1.106212854385376,2.5926835536956787
1667508275376607200,2.511607177734375,-0.35279014706611633,1.265718936920166,2.5181238651275635
1667508275386654200,2.521654296875,0.12251710146665573,1.44933021068573,2.493617057800293
1667508275396701400,2.531701416015625,0.6003430485725403,1.596369981765747,2.5129928588867188
1667508275406748400,2.54174853515625,1.0361032485961914,1.7319778203964233,2.534470558166504
1667508275416795100,2.551795166015625,1.4289802312850952,1.8813912868499756,2.5099105834960938
1667508275426842000,2.561842041015625,1.8378068208694458,1.9704434871673584,2.41884446144104
1667508275436889000,2.57188916015625,2.3023805618286133,1.9798684120178223,2.318061113357544
1667508275446936000,2.58193603515625,2.808317184448242,1.9444769620895386,2.2417867183685303
1667508275456983300,2.5919833984375,3.3112597465515137,1.9005526304244995,2.2150871753692627
1667508275467030300,2.6020302734375,3.7880892753601074,1.8566334247589111,2.2121810913085938
1667508275477077200,2.6120771484375,4.238099098205566,1.8186384439468384,2.209874153137207
1667508275487125200,2.622125244140625,4.679224014282227,1.773071527481079,2.181915521621704
1667508275497172200,2.632172119140625,5.150780200958252,1.71861732006073,2.104851245880127
1667508275507219200,2.64221923828125,5.680717468261719,1.6205111742019653,1.9949442148208618
1667508275517266200,2.65226611328125,6.2658281326293945,1.4622055292129517,1.9017492532730103
1667508275527313200,2.662313232421875,6.835319995880127,1.2713066339492798,1.8727638721466064
1667508275537360100,2.672360107421875,7.328644752502441,1.1183903217315674,1.8899588584899902
1667508275547407000,2.682406982421875,7.696649074554443,0.914196789264679,1.8990617990493774
1667508275557454300,2.692454345703125,7.928400993347168,0.5282019376754761,1.9120934009552002
1667508275567501300,2.702501220703125,8.10313606262207,0.0592278391122818,1.9426467418670654
1667508275577548300,2.71254833984375,8.288694381713867,-0.32940563559532166,1.9492194652557373
1667508275587595300,2.72259521484375,8.437897682189941,-0.6551222205162048,1.968758225440979
1667508275597642200,2.732642333984375,8.507253646850586,-0.8988816142082214,2.0486552715301514
1667508275607689200,2.742689208984375,8.469088554382324,-1.0159322023391724,2.1525027751922607
1667508275617736400,2.752736328125,8.39110279083252,-1.0779879093170166,2.2209136486053467
1667508275627783400,2.762783447265625,8.313064575195312,-1.1864995956420898,2.283722400665283
1667508275637830100,2.772830078125,8.237245559692383,-1.325690507888794,2.3385677337646484
1667508275647878100,2.782878173828125,8.165377616882324,-1.3732999563217163,2.3511271476745605
1667508275657925000,2.792925048828125,8.138006210327148,-1.2092270851135254,2.3078088760375977
1667508275667972400,2.802972412109375,8.158546447753906,-0.8489212989807129,2.264366626739502
1667508275678019300,2.813019287109375,8.273091316223145,-0.30005979537963867,2.2194483280181885
1667508275688066300,2.82306640625,8.45206069946289,0.35024529695510864,2.142507314682007
1667508275698113300,2.83311328125,8.609797477722168,1.0150980949401855,1.9965523481369019
1667508275708160300,2.84316015625,8.722851753234863,1.6048133373260498,1.7738099098205566
1667508275718207200,2.853207275390625,8.800464630126953,2.070817232131958,1.5052975416183472
1667508275728254200,2.863254150390625,8.810302734375,2.4190356731414795,1.1908024549484253
1667508275738301200,2.87330126953125,8.69789981842041,2.6605260372161865,0.8333353996276855
1667508275748348200,2.88334814453125,8.400243759155273,2.7862870693206787,0.42483288049697876
1667508275758395100,2.89339501953125,7.912580490112305,2.815070867538452,0.04052756354212761
1667508275768442000,2.903442138671875,7.289988994598389,2.7499330043792725,-0.23039750754833221
1667508275778489300,2.9134892578125,6.615440845489502,2.690127372741699,-0.3599536120891571
1667508275788536300,2.923536376953125,5.948345184326172,2.666025161743164,-0.3754560649394989
1667508275798583300,2.933583251953125,5.292961597442627,2.5617237091064453,-0.32247620820999146
1667508275808630300,2.94363037109375,4.615528106689453,2.275419235229492,-0.23968015611171722
1667508275818678000,2.953677978515625,3.90864634513855,1.797035813331604,-0.1585504114627838
1667508275828725200,2.963725341796875,3.216637372970581,1.1638305187225342,-0.07763152569532394
1667508275838772200,2.973772216796875,2.5905065536499023,0.4445316791534424,0.0006347876042127609
1667508275848819200,2.983819091796875,2.0553388595581055,-0.265168696641922,0.08550895750522614
1667508275858866200,2.9938662109375,1.6159467697143555,-0.8756626844406128,0.17744021117687225
1667508275868913200,3.0039130859375,1.2678407430648804,-1.3421828746795654,0.26264697313308716
1667508275878960000,3.013960205078125,1.0175256729125977,-1.6822261810302734,0.33006009459495544
1667508275889007400,3.02400732421875,0.8425994515419006,-1.8771528005599976,0.3695685863494873
1667508275899054300,3.034054443359375,0.7347536683082581,-1.8996104001998901,0.4033600986003876
1667508275909101300,3.044101318359375,0.6752929091453552,-1.7689204216003418,0.43202707171440125
1667508275919148300,3.054148193359375,0.5681180357933044,-1.503951907157898,0.4548543691635132
1667508275929195300,3.0641953125,0.3441195487976074,-1.1104648113250732,0.4868234694004059
1667508275939242200,3.0742421875,0.05091509595513344,-0.6150804162025452,0.5173201560974121
1667508275949289200,3.084289306640625,-0.24599534273147583,-0.09319858998060226,0.5206298828125
1667508275959336200,3.094336181640625,-0.5078072547912598,0.374242901802063,0.4843840003013611
1667508275969383200,3.104383056640625,-0.7119362950325012,0.6755485534667969,0.4113853871822357
1667508275979431200,3.11443115234375,-0.872003972530365,0.7810089588165283,0.3264683783054352
1667508275989478400,3.124478515625,-1.0057576894760132,0.7148857712745667,0.25883641839027405
1667508275999525400,3.134525390625,-1.117329478263855,0.5558998584747314,0.20389115810394287
1667508276009572400,3.144572265625,-1.2300913333892822,0.3701702654361725,0.1673940271139145
1667508276019619300,3.154619384765625,-1.3443849086761475,0.21159422397613525,0.12964504957199097
1667508276029666300,3.164666259765625,-1.4642680883407593,0.11901877820491791,0.09319877624511719
1667508276039713000,3.174713134765625,-1.5891495943069458,0.09788339585065842,0.04878790304064751
1667508276049760300,3.18476025390625,-1.7016923427581787,0.1512422114610672,0.00342826871201396
1667508276059807200,3.19480712890625,-1.7995624542236328,0.2698433995246887,-0.036181990057229996
